Scenario_ID,Split,WT_Correlation,PV_Correlation,Load_Correlation,Price_Correlation,WT_Mean,PV_Mean,Load_Mean,Price_Mean,Peak_New_Arrivals,Peak_Active_Vehicles,Vehicle_Load_Correlation,Vehicle_Price_Correlation
train_day_0058,train,0.9524080754423638,0.9603535806766494,0.8892757924967981,0.884178046576931,58.32133998026561,12.719760855994545,47.05430030211866,883.2318933583688,20,89,0.5633039387903257,-0.20325629694580724
train_day_0059,train,0.9349442686053692,0.9806100595511538,0.949780759546224,0.9585918577106042,50.932742767664024,23.343682623500758,47.97138318172665,796.0324981507296,25,73,0.5317479579327405,-0.387722962097325
train_day_0060,train,0.94222352615572,0.9539049504689406,0.9207188628391019,0.8447845540259767,50.97015347107453,15.56878711955513,55.419000672497674,838.6123558370036,29,90,0.618915544559283,0.06477575984268476
train_day_0061,train,0.9570871219545576,0.9767035288978254,0.9049847797733654,0.9172916069175698,59.28944752065948,17.596373869746557,54.057531955173,838.2171813090714,20,71,0.5678014387420299,-0.26799193198849636
train_day_0062,train,0.9294273103980041,0.9444467754652457,0.8970403950767488,0.9261871316741317,57.752002879374295,16.25130792154957,51.59122499402795,775.824309771077,27,86,0.6115208700976613,-0.2227403824024677
train_day_0063,train,0.8555959188721203,0.8936653568296907,0.9584689625921171,0.9076838901186186,46.28545359629322,21.610388484868253,49.76507017177736,831.7752999919807,21,67,0.46625378315166016,-0.12323860626960628
train_day_0064,train,0.9408183840052594,0.9758617618119325,0.933186152303845,0.8725875965198696,51.6402522624385,22.349769666956252,51.35775679473924,929.1955316352086,19,63,0.4792501965860857,-0.16017941198862895
train_day_0065,train,0.922233423124697,0.9691111238453529,0.9025943586949331,0.9242355534568707,51.672715065825344,16.854742655195334,50.037883136568695,882.2133794470019,16,74,0.7150038933369147,-0.03190336863249281
train_day_0066,train,0.9377792824409844,0.9504467572195586,0.9613199533232384,0.9222372385932575,49.00426251199142,17.941112425823402,55.521690878366634,909.3860130339466,20,81,0.68446039311245,-0.17858185921798425
train_day_0067,train,0.9264544413195305,0.9796769444867461,0.8676572746937389,0.9053319330285879,49.50856347075677,19.716282094076462,54.55813716608794,948.3996344226234,21,69,0.5337820681909323,-0.06371882686796167
train_day_0068,train,0.9542708954441067,0.9821583568287274,0.9317399467558957,0.9497838559814267,60.044953384653866,18.2684301520089,58.9870813169191,946.1378789794686,24,84,0.42955711428315585,-0.4755289592416161
train_day_0069,train,0.9297617520982013,0.9802608963999601,0.9684209257611089,0.9001248057844047,53.60607853199918,18.3905026931731,56.11314255025161,930.2348830267015,21,78,0.518379394036499,-0.4062510542853258
train_day_0070,train,0.9144662905076811,0.9676051098249321,0.956957130844403,0.8764953529828826,55.1100171684306,18.043939457290602,55.09568629414605,831.8562406526985,26,73,0.4319498135376378,-0.05784670578784927
train_day_0071,train,0.946728451174137,0.98495152823189,0.8982664656687043,0.9008675657852666,59.511299578928664,17.031075257178856,48.94726892438877,769.1129094463972,27,82,0.5210927069039534,-0.23018914870765042
train_day_0072,train,0.9410386853909726,0.977509662325828,0.9052403346946771,0.9019552767420759,51.94916908844954,13.786170354545726,56.318372614719145,895.1965846847921,27,89,0.6185697056241188,-0.03401175616020232
train_day_0073,train,0.8877678431751405,0.971308565913344,0.9164621369861611,0.8242105309056482,52.115834194622494,23.219283948498116,49.347481677876736,809.9302857500802,26,74,0.6001576509745135,-0.018854625447736518
train_day_0074,train,0.9212825563279959,0.9785840929435287,0.9554022425507949,0.9274439061096371,54.00654373931303,21.093487639385778,51.5825346884827,874.3650457064108,28,75,0.46784343687703056,-0.2547714828457336
train_day_0075,train,0.8829976088946333,0.909412656928568,0.9348850792805253,0.9243382660571514,48.96668852737366,18.456713122774925,49.31177213172932,875.223395444108,28,91,0.6120647737442915,-0.0979172843154446
train_day_0076,train,0.9492625826933435,0.9479767527457814,0.9679250017178246,0.9647253610549724,57.86466349516015,14.424362727121718,55.671058283255206,941.2094475077341,14,64,0.5387047297033177,-0.30014413317970096
train_day_0077,train,0.9398730008007155,0.9762694929205581,0.8661301269483679,0.9240147281447361,55.19829706517925,15.730292848681827,47.09480277991488,870.5953155792441,23,85,0.5618363623003096,-0.33225241354580454
train_day_0078,train,0.9515559872673708,0.9627861032178283,0.9064923050324432,0.8519223462701705,54.323704589225166,22.049628506775083,53.73927382268439,844.6820752152489,25,62,0.643543442638909,-0.00016136563643054836
train_day_0079,train,0.9386966541511355,0.9894686140777581,0.9008534797564718,0.9179222494137601,58.59213238960422,17.141989398266222,47.17474298047006,760.2743859774646,19,80,0.456959071156844,-0.23702156990530185
train_day_0080,train,0.9260832847472747,0.9890940623372048,0.9591719775128227,0.961386590892829,52.608639558748756,17.083627731872507,57.01394643168366,926.1134224518797,21,75,0.5220183486432411,-0.14265764739947273
train_day_0081,train,0.9609247360143136,0.9913437412131757,0.9231559463794573,0.9415175379988504,52.863929367261505,20.99055564475454,56.27393369071382,913.0092082085454,27,80,0.6431270295813134,-0.07976420982443366
train_day_0082,train,0.9161827134409078,0.9910978108320002,0.8833143897491597,0.938451625794388,52.332143283714835,20.418890811189517,52.66999695974287,867.7465345698139,25,81,0.4932045390351869,-0.3141060981205967
train_day_0083,train,0.9585964067420988,0.9850855513569162,0.8911471583838008,0.8826543531628878,54.768769361383704,18.057394923918466,50.82611813687245,902.949388978326,17,71,0.5201640917990711,-0.3177928084171745
train_day_0084,train,0.926900851105662,0.9570914213610512,0.9595238527793438,0.9739356703939354,52.03935309161832,20.868972659063875,56.36860540401355,964.9387434764591,22,67,0.6247055826994663,-0.27048897740992356
train_day_0085,train,0.9465245284716169,0.9424543956470048,0.8843174573178879,0.8851892801984688,50.904737239234954,16.348272853505804,55.65585625952631,963.6796260144819,16,73,0.6386556418503478,-0.16964338165845427
train_day_0086,train,0.9441923974457164,0.9613753876292366,0.9556060708543944,0.9438249069950502,47.07848839492616,22.025735710892743,51.1378959049863,878.6844866074899,20,76,0.42663319498696317,-0.17015047008394166
train_day_0087,train,0.9549583153925487,0.941996507460959,0.9072128197795709,0.882321671342789,55.690310867010595,18.04196416566172,55.40575721171405,836.732402110944,16,54,0.6297672891292883,-0.07003340927359343
train_day_0088,train,0.9303504456690761,0.9937240533415198,0.9422315795127394,0.9381138257681284,56.98870394218,23.691521021614676,55.470398070658085,819.1366994214177,23,74,0.6909694907127331,-0.09730836806465513
train_day_0089,train,0.892172951841006,0.9731860807081069,0.9332382580557663,0.8428549477221223,48.77011497020212,15.194827693183703,52.48342688274681,883.7775947804906,18,81,0.6090745201332576,-0.24344133061425235
train_day_0090,train,0.8919394204128848,0.9408549621221087,0.9444059506101556,0.9448720981966025,56.75901360073768,17.973018293582104,55.584147412817515,925.4273943899149,20,60,0.5612992423906076,-0.06526078026805317
train_day_0091,train,0.911905403331936,0.9927821659941646,0.9524957948001657,0.9293290449296067,60.284753788011166,20.29982336491889,50.79958207002415,806.0133272381539,18,61,0.4599345058619329,-0.3566213489536494
train_day_0092,train,0.9292938415207878,0.9803991086927478,0.9419833720786859,0.8902775420999572,56.08958513359256,18.639869123757993,50.71490530576866,878.0393070489048,18,65,0.5149793397083717,0.1472525511703769
train_day_0093,train,0.8760941757260303,0.9798384509151287,0.9560311548439345,0.9067562064489446,46.56027543762965,21.91519852994882,53.60255966821251,922.7026133214698,25,62,0.5537911366095847,0.002027520427065979
train_day_0094,train,0.9115267332975073,0.9723954765582269,0.8637092652956281,0.9040098594214586,58.43754078869972,14.39788487841453,50.6428247011636,856.3805766932081,24,93,0.5149744127837753,-0.3576465473443586
train_day_0095,train,0.97205917368517,0.9569896103149439,0.9162811153299008,0.8823262016458004,49.25908870140811,15.808213205662947,50.63548915921536,865.1972146267499,22,87,0.6404193615326861,-0.303102680970638
train_day_0096,train,0.96006445817378,0.9731200529278711,0.9373237192352818,0.9054513400995319,50.95104331450886,16.21132487096365,51.359699534721926,905.4562879310303,19,70,0.714431721601509,-0.09439617577729834
train_day_0097,train,0.9348015676437277,0.9796014942555203,0.9221026969497202,0.9066162434701762,43.682123855517084,26.147965890943038,58.72752836571339,974.8927783951405,22,65,0.5606135451809812,-0.2664912942864622
train_day_0098,train,0.9693738740550192,0.989995061278341,0.9612671134196454,0.9123066944005552,52.453372194529756,20.56876025629386,54.69224819073825,956.7396758480423,21,62,0.42015513980764424,-0.325067690711395
train_day_0099,train,0.9268710501056023,0.9978917608988896,0.9475631008943362,0.9454304731200475,49.58665183718526,15.055733910192494,48.07320027976693,853.2153871578577,25,69,0.5943012877308921,-0.2827697762313729
train_day_0100,train,0.9368573189235909,0.974605079131444,0.9245785999510953,0.8880131943735765,43.491696448546215,19.58891445786371,56.408422796759645,843.9177703868658,16,72,0.5011336732869907,-0.06683951020162296
train_day_0101,train,0.9548528165987641,0.9711273357713286,0.9239851987140068,0.9453402675853174,51.152058126238444,17.54291408450184,49.63541476873678,848.9904085504872,24,85,0.500989188586389,-0.32935560393728386
train_day_0102,train,0.9604719679805817,0.9888470651975796,0.9081479134517881,0.953154563225161,50.255569633630465,15.497006297927001,54.92500552284374,924.0039801474283,15,64,0.32837602427370705,-0.4275758682140334
train_day_0103,train,0.93448335322805,0.9752024296026521,0.9197644210932563,0.9332030404830404,49.227179801318094,19.31000933626861,50.56410157146353,955.0587904531,18,70,0.44896638816153267,-0.31730372054685885
train_day_0104,train,0.9563428138670614,0.979052829319076,0.9510281856878681,0.8435702905362549,60.046957566729525,15.897825477285686,51.016617960967004,913.7868164601265,26,73,0.42512540430578233,-0.08211463425263744
train_day_0105,train,0.9534096090012878,0.9844238704920619,0.9410999786563656,0.8824277867908238,58.42728212876862,14.057292620556169,57.09380583161768,857.961159841128,18,65,0.459621207483974,-0.4373991830189727
train_day_0106,train,0.8363756184405547,0.9577767780554831,0.9572170207431819,0.9431638166322424,43.30833337277635,19.71038860581775,50.430021219434444,882.9636641011966,19,68,0.43877441874109235,-0.35968214272731
train_day_0107,train,0.9306006910344912,0.9680530292423369,0.960310585119969,0.9703445568671126,51.73248129713696,17.762652344393228,50.89849137392943,785.9473264147622,22,73,0.3729714289359704,-0.43866943624275
train_day_0108,train,0.963907241193561,0.9808247103026195,0.9253148263475716,0.895822386346714,52.1074805589919,17.646567809568314,53.96187948378861,825.8684953227472,21,91,0.5209615745307252,-0.18737026512722202
train_day_0109,train,0.9032894431877571,0.9706782711064286,0.9046764836128738,0.890815265398335,52.74829457420599,18.310394438949558,50.13251089102372,880.2167862351349,22,68,0.7173907303307241,-0.10522216541085672
train_day_0110,train,0.9373408957312915,0.969472045085714,0.9235856588114952,0.8810695818303997,54.97471545780172,20.496921761558923,52.54059065220789,867.9235923599166,18,61,0.5396745206684471,-0.35857363350408744
train_day_0111,train,0.9727242568602165,0.9725922682629934,0.9021505420423146,0.9588032907729642,53.337502194507664,18.978225080343794,54.71083220182201,915.7293472177683,21,64,0.5643063909498911,-0.034574748432765756
train_day_0112,train,0.9022894328575334,0.9705244860713748,0.9502525579658303,0.914934492944188,52.92832861750503,18.324470575256072,52.87075629764434,959.7547372424842,18,57,0.6393915087770324,-0.07733383707907636
train_day_0113,train,0.9162293749739971,0.9792211274499121,0.9181025720366073,0.9104715661010923,54.916431158867105,12.508428222583367,50.347786036409296,933.2913882895036,27,69,0.45877640807712206,-0.33684161554084563
train_day_0114,train,0.9073440660992377,0.9725167541887253,0.9649666913242014,0.9419843218048728,52.02332195779948,22.146024787692152,53.58183111665992,807.7517912363841,25,63,0.5415944639345852,-0.15324764572698732
train_day_0115,train,0.9244307963691616,0.9895382852380575,0.931764533335779,0.9083249436820818,55.51361457008238,16.1840780161978,49.96892219576012,953.2046019486069,23,64,0.6312704602277733,-0.25471194880630826
train_day_0116,train,0.850581295083705,0.9905751393497224,0.9552656167507749,0.9009294303376042,44.06248597627234,23.401167876009765,50.80577147868912,856.2892314236893,16,60,0.5479957851069052,-0.1053076318397384
train_day_0117,train,0.9571710498762293,0.990302622349447,0.8608324396204414,0.8896403771713521,48.159375199213684,24.033617560022503,52.97659491657888,866.5002299492835,17,70,0.5497210105861999,-0.2181344617786057
train_day_0118,train,0.9547879198109887,0.9297335277727682,0.9641168474046252,0.9545936288414755,52.21436690201286,14.905428162724817,54.53663965161596,971.5041161357622,22,78,0.5253058998830087,-0.22994607349983698
train_day_0119,train,0.9594947896145366,0.9669295046530549,0.9551029602829109,0.9250216744003511,56.18942364247405,20.221991576057434,56.82391455146174,878.3068958813925,16,67,0.4246132428967668,-0.4065913972569626
train_day_0120,train,0.8666924910806967,0.9865069519088567,0.969944017931701,0.9152678441900081,47.34773780964729,22.972928485205937,55.07649031630024,880.2613422897385,22,67,0.5392422586252653,-0.13568864901640376
train_day_0121,train,0.9482954166070767,0.9120623396975788,0.9461867876195688,0.9572021327423922,54.86493045195065,16.425320335202738,53.40109371674438,881.5572766523228,18,69,0.5957820518563355,-0.23818578392864545
train_day_0122,train,0.9607785906075008,0.9810846071505936,0.9425557052789121,0.9438128813474395,52.62238128501804,28.369938873491076,54.48269407904761,949.6999631078634,33,98,0.5953816249967672,-0.23584720801877174
train_day_0123,train,0.9423019552472254,0.9836389609153191,0.970403212773404,0.944389792064611,54.55301286057297,21.871801659635043,55.230165386558184,815.7702025334678,21,84,0.5221892775923009,-0.31050497940255695
train_day_0124,train,0.959424699412624,0.9421581917749212,0.9234226029898587,0.9305612958747155,48.95716458123155,18.584048228705296,56.06846289936282,894.4297338384416,17,58,0.6034558668484512,-0.1918133401620926
train_day_0125,train,0.914921135107576,0.9864926065161109,0.918448273652673,0.8602503207475125,51.23537864771826,17.99285272985563,58.39445167152447,935.2764586018143,26,75,0.5319412710535739,-0.17079063332117989
train_day_0126,train,0.93175532614336,0.9792564434443373,0.9118424709667907,0.9108929038619444,46.62436421229512,25.572408581890556,49.535524327338656,837.2729653926712,26,79,0.46797609383473243,-0.19316990803660722
train_day_0127,train,0.921523985305947,0.9859075301155336,0.9430482518974377,0.8986716107972352,45.541791229964154,22.7974742813291,55.71705512548933,805.569386346258,18,82,0.5109181672721296,-0.21678868056439224
train_day_0128,train,0.9018248166936422,0.9827710244495158,0.9337125581117555,0.8729379149626634,48.29142243186215,14.446066211302657,52.16079401962846,786.590884869552,20,80,0.30119107685154284,-0.2977281597486292
train_day_0129,train,0.9612293254713348,0.9427019410425752,0.9423592239927954,0.9325865825306733,53.04523828225765,23.567524337570273,50.87971513393063,812.2513207782396,27,70,0.590441587824967,-0.23462213591465597
train_day_0130,train,0.941648638039827,0.9710563245495214,0.8659128249157508,0.9454887364078836,55.56935707707067,19.566723460254863,51.87227565746898,914.6091847177025,20,102,0.41928543670419993,-0.1608903584205219
train_day_0131,train,0.9115242532052954,0.9866828748482145,0.9498249607543979,0.9357412513755788,53.24320217524498,22.06746943496479,49.63035915197497,796.7239287610513,18,59,0.4853703841378311,-0.23132842849873492
train_day_0132,train,0.9480632217010819,0.9684320238756695,0.9717432125645836,0.9582544435003583,54.65527790290212,23.064474434763753,54.81341959092504,951.4777928568357,25,72,0.582845516592817,-0.28720370366022935
train_day_0133,train,0.8994529028304644,0.9850135234855328,0.8897692115032587,0.9217515056677159,51.57440282429519,21.632366545975923,49.22307915800484,945.1402642086099,23,66,0.17883320159545738,-0.2129737168343685
train_day_0134,train,0.9203649851873437,0.9582570930362054,0.9534368611748825,0.9443452991622332,56.31008110273552,18.33246568386053,50.73953831729988,859.2298040895175,17,65,0.6217796407421013,-0.10260158616167528
train_day_0135,train,0.9526349682190982,0.9052574950687619,0.9050279514737058,0.9037280324949909,53.87114153041705,17.872276773212377,58.94889705818975,867.4782234639164,18,70,0.43535572856401766,-0.38434422981999117
train_day_0136,train,0.9166918729388525,0.9485784323843618,0.9374522456507136,0.8480267355834249,58.21437922209649,14.605412381150884,53.57594604228185,827.5366399027188,15,61,0.5650071847981603,-0.08218477263209316
train_day_0137,train,0.9576460315077141,0.9826274223202979,0.9060494477737653,0.9476669231867766,53.99050881671277,19.363087385731784,53.85334962795341,861.3085558512021,19,64,0.7638077370705939,-0.1662691766368369
train_day_0138,train,0.9418942125660794,0.9740604766727529,0.9576518064654042,0.8939158332733549,57.363391724216136,20.092509073840915,47.586264361011075,752.0463682150657,20,95,0.4589623075937411,-0.2797488216192993
