Scenario_ID,Split,File,Scenario_Seed,Anchor_Date,Anchor_Day_Type,Anchor_Season,Source_Dates,Source_Pool_Size,Sessions
train_day_0031,train,train/train_day_0031.csv,310031,2019-01-25,weekday,winter,2019-01-25|2019-01-24|2019-01-28|2019-01-21|2019-01-29|2019-01-17|2019-01-16,160,344
train_day_0032,train,train/train_day_0032.csv,310032,2019-08-17,weekend,summer,2019-08-17|2019-08-18|2019-08-24|2019-08-25|2019-08-03|2019-08-31|2019-07-28,178,344
train_day_0033,train,train/train_day_0033.csv,310033,2018-12-24,weekday,winter,2018-12-24|2018-12-25|2018-12-21|2018-12-20|2018-12-28|2018-12-19|2018-12-18,122,344
train_day_0034,train,train/train_day_0034.csv,310034,2019-02-04,weekday,winter,2019-02-04|2019-02-06|2019-02-07|2019-01-29|2019-01-28|2019-02-11|2019-02-12,142,344
train_day_0035,train,train/train_day_0035.csv,310035,2019-02-11,weekday,winter,2019-02-11|2019-02-12|2019-02-13|2019-02-07|2019-02-15|2019-02-06|2019-02-04,143,344
train_day_0036,train,train/train_day_0036.csv,310036,2019-01-14,weekday,winter,2019-01-14|2019-01-15|2019-01-16|2019-01-11|2019-01-17|2019-01-10|2019-01-08,144,344
train_day_0037,train,train/train_day_0037.csv,310037,2019-04-26,weekday,spring,2019-04-26|2019-04-25|2019-04-23|2019-04-29|2019-04-22|2019-04-30|2019-05-01,146,344
train_day_0038,train,train/train_day_0038.csv,310038,2019-07-10,weekday,summer,2019-07-10|2019-07-11|2019-07-08|2019-07-05|2019-07-15|2019-07-04|2019-07-16,148,344
train_day_0039,train,train/train_day_0039.csv,310039,2019-06-06,weekday,summer,2019-06-06|2019-06-05|2019-06-07|2019-06-03|2019-06-10|2019-06-11|2019-06-12,138,344
train_day_0040,train,train/train_day_0040.csv,310040,2019-08-14,weekday,summer,2019-08-14|2019-08-13|2019-08-15|2019-08-12|2019-08-16|2019-08-09|2019-08-20,143,344
train_day_0041,train,train/train_day_0041.csv,310041,2019-07-14,weekend,summer,2019-07-14|2019-07-20|2019-07-07|2019-07-21|2019-07-27|2019-06-30|2019-07-28,142,344
train_day_0042,train,train/train_day_0042.csv,310042,2019-05-11,weekend,spring,2019-05-11|2019-05-12|2019-05-05|2019-05-04|2019-05-19|2019-04-28|2019-04-27,131,344
train_day_0043,train,train/train_day_0043.csv,310043,2018-11-22,weekday,autumn,2018-11-22|2018-11-23|2018-11-20|2018-11-19|2018-11-26|2018-11-27|2018-11-28,140,344
train_day_0044,train,train/train_day_0044.csv,310044,2018-09-01,weekend,autumn,2018-09-01|2018-09-02|2018-09-09|2018-09-16|2018-09-22|2018-09-23|2018-09-29,106,344
train_day_0045,train,train/train_day_0045.csv,310045,2019-03-19,weekday,spring,2019-03-19|2019-03-18|2019-03-20|2019-03-22|2019-03-15|2019-03-14|2019-03-25,150,344
train_day_0046,train,train/train_day_0046.csv,310046,2019-08-09,weekday,summer,2019-08-09|2019-08-07|2019-08-06|2019-08-12|2019-08-05|2019-08-13|2019-08-14,144,344
train_day_0047,train,train/train_day_0047.csv,310047,2019-01-15,weekday,winter,2019-01-15|2019-01-14|2019-01-16|2019-01-17|2019-01-11|2019-01-10|2019-01-21,158,344
train_day_0048,train,train/train_day_0048.csv,310048,2019-08-25,weekend,summer,2019-08-25|2019-08-24|2019-08-31|2019-08-18|2019-08-17|2019-08-03|2019-07-28,178,344
train_day_0049,train,train/train_day_0049.csv,310049,2018-11-20,weekday,autumn,2018-11-20|2018-11-19|2018-11-22|2018-11-23|2018-11-15|2018-11-14|2018-11-26,137,344
train_day_0050,train,train/train_day_0050.csv,310050,2019-03-22,weekday,spring,2019-03-22|2019-03-20|2019-03-19|2019-03-25|2019-03-18|2019-03-27|2019-03-28,142,344
train_day_0051,train,train/train_day_0051.csv,310051,2019-04-01,weekday,spring,2019-04-01|2019-04-02|2019-04-04|2019-03-28|2019-04-05|2019-03-27|2019-03-25,127,344
train_day_0052,train,train/train_day_0052.csv,310052,2019-03-25,weekday,spring,2019-03-25|2019-03-27|2019-03-22|2019-03-28|2019-03-20|2019-03-19|2019-03-18,142,344
train_day_0053,train,train/train_day_0053.csv,310053,2019-06-01,weekend,summer,2019-06-01|2019-06-02|2019-06-09|2019-06-15|2019-06-22|2019-06-29|2019-06-30,128,344
train_day_0054,train,train/train_day_0054.csv,310054,2018-10-13,weekend,autumn,2018-10-13|2018-10-07|2018-10-06|2018-10-21|2018-09-29|2018-10-27|2018-10-28,104,344
train_day_0055,train,train/train_day_0055.csv,310055,2019-06-09,weekend,summer,2019-06-09|2019-06-15|2019-06-02|2019-06-01|2019-06-22|2019-06-29|2019-06-30,128,344
train_day_0056,train,train/train_day_0056.csv,310056,2019-06-20,weekday,summer,2019-06-20|2019-06-21|2019-06-24|2019-06-25|2019-06-13|2019-06-27|2019-06-12,164,344
train_day_0057,train,train/train_day_0057.csv,310057,2018-09-28,weekday,autumn,2018-09-28|2018-09-27|2018-09-25|2018-10-01|2018-09-24|2018-10-02|2018-10-03,125,344
train_day_0058,train,train/train_day_0058.csv,310058,2019-05-26,weekend,spring,2019-05-26|2019-05-19|2019-05-12|2019-05-11|2019-05-05|2019-05-04|2019-04-28,132,344
train_day_0059,train,train/train_day_0059.csv,310059,2018-11-04,weekend,autumn,2018-11-04|2018-11-10|2018-10-28|2018-11-11|2018-10-27|2018-11-17|2018-10-21,128,344
train_day_0060,train,train/train_day_0060.csv,310060,2018-12-30,weekend,winter,2018-12-30|2018-12-29|2019-01-05|2018-12-22|2019-01-12|2018-12-16|2019-01-13,115,344
train_day_0061,train,train/train_day_0061.csv,310061,2019-01-10,weekday,winter,2019-01-10|2019-01-11|2019-01-08|2019-01-07|2019-01-14|2019-01-15|2019-01-16,132,344
train_day_0062,train,train/train_day_0062.csv,310062,2018-09-29,weekend,autumn,2018-09-29|2018-09-23|2018-09-22|2018-10-06|2018-10-07|2018-09-16|2018-10-13,99,344
train_day_0063,train,train/train_day_0063.csv,310063,2019-07-11,weekday,summer,2019-07-11|2019-07-10|2019-07-08|2019-07-15|2019-07-16|2019-07-05|2019-07-17,149,344
train_day_0064,train,train/train_day_0064.csv,310064,2019-08-01,weekday,summer,2019-08-01|2019-07-31|2019-08-02|2019-07-30|2019-07-29|2019-08-05|2019-08-06,174,344
train_day_0065,train,train/train_day_0065.csv,310065,2019-04-18,weekday,spring,2019-04-18|2019-04-19|2019-04-15|2019-04-22|2019-04-23|2019-04-11|2019-04-25,141,344
train_day_0066,train,train/train_day_0066.csv,310066,2019-03-04,weekday,spring,2019-03-04|2019-03-05|2019-03-06|2019-03-08|2019-03-11|2019-03-12|2019-03-14,165,344
train_day_0067,train,train/train_day_0067.csv,310067,2019-04-08,weekday,spring,2019-04-08|2019-04-05|2019-04-11|2019-04-04|2019-04-02|2019-04-01|2019-04-15,128,344
train_day_0068,train,train/train_day_0068.csv,310068,2018-10-30,weekday,autumn,2018-10-30|2018-10-29|2018-11-02|2018-10-26|2018-10-25|2018-11-05|2018-10-23,143,344
train_day_0069,train,train/train_day_0069.csv,310069,2018-09-27,weekday,autumn,2018-09-27|2018-09-28|2018-09-25|2018-09-24|2018-10-01|2018-10-02|2018-09-21,118,344
train_day_0070,train,train/train_day_0070.csv,310070,2018-12-18,weekday,winter,2018-12-18|2018-12-19|2018-12-20|2018-12-21|2018-12-14|2018-12-13|2018-12-12,148,344
train_day_0071,train,train/train_day_0071.csv,310071,2018-11-24,weekend,autumn,2018-11-24|2018-11-18|2018-11-17|2018-11-11|2018-11-10|2018-11-04|2018-10-28,141,344
train_day_0072,train,train/train_day_0072.csv,310072,2019-05-29,weekday,spring,2019-05-29|2019-05-28|2019-05-30|2019-05-27|2019-05-31|2019-05-22|2019-05-21,148,344
train_day_0073,train,train/train_day_0073.csv,310073,2019-08-16,weekday,summer,2019-08-16|2019-08-15|2019-08-14|2019-08-13|2019-08-12|2019-08-20|2019-08-21,147,344
train_day_0074,train,train/train_day_0074.csv,310074,2019-06-02,weekend,summer,2019-06-02|2019-06-01|2019-06-09|2019-06-15|2019-06-22|2019-06-29|2019-06-30,128,344
train_day_0075,train,train/train_day_0075.csv,310075,2019-05-31,weekday,spring,2019-05-31|2019-05-30|2019-05-29|2019-05-28|2019-05-27|2019-05-22|2019-05-21,148,344
train_day_0076,train,train/train_day_0076.csv,310076,2018-11-06,weekday,autumn,2018-11-06|2018-11-05|2018-11-02|2018-11-12|2018-10-30|2018-10-29|2018-11-14,142,344
train_day_0077,train,train/train_day_0077.csv,310077,2018-10-07,weekend,autumn,2018-10-07|2018-10-06|2018-10-13|2018-09-29|2018-09-23|2018-10-21|2018-09-22,98,344
train_day_0078,train,train/train_day_0078.csv,310078,2019-08-26,weekday,summer,2019-08-26|2019-08-22|2019-08-21|2019-08-20|2019-08-16|2019-08-15|2019-08-14,153,344
train_day_0079,train,train/train_day_0079.csv,310079,2019-02-17,weekend,winter,2019-02-17|2019-02-23|2019-02-10|2019-02-24|2019-02-09|2019-02-02|2019-01-27,145,344
train_day_0080,train,train/train_day_0080.csv,310080,2018-09-12,weekday,autumn,2018-09-12|2018-09-11|2018-09-13|2018-09-10|2018-09-07|2018-09-18|2018-09-19,108,344
train_day_0081,train,train/train_day_0081.csv,310081,2018-09-24,weekday,autumn,2018-09-24|2018-09-25|2018-09-21|2018-09-27|2018-09-20|2018-09-28|2018-09-19,117,344
train_day_0082,train,train/train_day_0082.csv,310082,2019-01-08,weekday,winter,2019-01-08|2019-01-07|2019-01-10|2019-01-11|2019-01-03|2019-01-02|2019-01-14,127,344
train_day_0083,train,train/train_day_0083.csv,310083,2019-02-25,weekday,winter,2019-02-25|2019-02-26|2019-02-27|2019-02-22|2019-02-21|2019-02-19|2019-02-18,127,344
train_day_0084,train,train/train_day_0084.csv,310084,2019-06-28,weekday,summer,2019-06-28|2019-06-27|2019-06-25|2019-06-24|2019-07-02|2019-07-03|2019-07-04,154,344
train_day_0085,train,train/train_day_0085.csv,310085,2018-11-05,weekday,autumn,2018-11-05|2018-11-06|2018-11-02|2018-10-30|2018-10-29|2018-11-12|2018-11-14,142,344
train_day_0086,train,train/train_day_0086.csv,310086,2019-06-11,weekday,summer,2019-06-11|2019-06-10|2019-06-12|2019-06-13|2019-06-07|2019-06-06|2019-06-05,150,344
train_day_0087,train,train/train_day_0087.csv,310087,2018-11-14,weekday,autumn,2018-11-14|2018-11-15|2018-11-12|2018-11-19|2018-11-20|2018-11-06|2018-11-22,136,344
train_day_0088,train,train/train_day_0088.csv,310088,2018-09-11,weekday,autumn,2018-09-11|2018-09-10|2018-09-12|2018-09-13|2018-09-07|2018-09-18|2018-09-03,109,344
train_day_0089,train,train/train_day_0089.csv,310089,2019-05-03,weekday,spring,2019-05-03|2019-05-01|2019-04-30|2019-05-06|2019-04-29|2019-05-07|2019-05-08,155,344
train_day_0090,train,train/train_day_0090.csv,310090,2018-09-13,weekday,autumn,2018-09-13|2018-09-12|2018-09-11|2018-09-10|2018-09-18|2018-09-07|2018-09-19,108,344
train_day_0091,train,train/train_day_0091.csv,310091,2018-12-14,weekday,winter,2018-12-14|2018-12-13|2018-12-12|2018-12-10|2018-12-18|2018-12-19|2018-12-20,148,344
train_day_0092,train,train/train_day_0092.csv,310092,2018-09-07,weekday,autumn,2018-09-07|2018-09-10|2018-09-03|2018-09-11|2018-09-12|2018-09-13|2018-09-18,109,344
train_day_0093,train,train/train_day_0093.csv,310093,2019-07-30,weekday,summer,2019-07-30|2019-07-29|2019-07-31|2019-08-01|2019-08-02|2019-07-26|2019-08-05,173,344
train_day_0094,train,train/train_day_0094.csv,310094,2018-10-06,weekend,autumn,2018-10-06|2018-10-07|2018-09-29|2018-10-13|2018-09-23|2018-09-22|2018-10-21,98,344
train_day_0095,train,train/train_day_0095.csv,310095,2019-05-28,weekday,spring,2019-05-28|2019-05-27|2019-05-29|2019-05-30|2019-05-31|2019-05-22|2019-05-21,148,344
train_day_0096,train,train/train_day_0096.csv,310096,2019-02-27,weekday,winter,2019-02-27|2019-02-26|2019-02-25|2019-02-22|2019-02-21|2019-02-19|2019-02-18,127,344
train_day_0097,train,train/train_day_0097.csv,310097,2019-07-16,weekday,summer,2019-07-16|2019-07-15|2019-07-17|2019-07-19|2019-07-11|2019-07-10|2019-07-22,149,344
train_day_0098,train,train/train_day_0098.csv,310098,2019-06-25,weekday,summer,2019-06-25|2019-06-24|2019-06-27|2019-06-28|2019-06-21|2019-06-20|2019-07-02,160,344
train_day_0099,train,train/train_day_0099.csv,310099,2019-01-20,weekend,winter,2019-01-20|2019-01-26|2019-01-13|2019-01-27|2019-01-12|2019-02-02|2019-01-05,128,344
train_day_0100,train,train/train_day_0100.csv,310100,2019-08-05,weekday,summer,2019-08-05|2019-08-06|2019-08-07|2019-08-02|2019-08-01|2019-08-09|2019-07-31,170,344
train_day_0101,train,train/train_day_0101.csv,310101,2018-09-09,weekend,autumn,2018-09-09|2018-09-02|2018-09-16|2018-09-01|2018-09-22|2018-09-23|2018-09-29,106,344
train_day_0102,train,train/train_day_0102.csv,310102,2018-11-02,weekday,autumn,2018-11-02|2018-10-30|2018-11-05|2018-10-29|2018-11-06|2018-10-26|2018-10-25,148,344
train_day_0103,train,train/train_day_0103.csv,310103,2018-12-28,weekday,winter,2018-12-28|2018-12-25|2018-12-24|2019-01-01|2019-01-02|2019-01-03|2018-12-21,103,344
train_day_0104,train,train/train_day_0104.csv,310104,2019-01-05,weekend,winter,2019-01-05|2018-12-30|2018-12-29|2019-01-12|2019-01-13|2018-12-22|2019-01-20,114,344
train_day_0105,train,train/train_day_0105.csv,310105,2019-02-06,weekday,winter,2019-02-06|2019-02-07|2019-02-04|2019-02-11|2019-02-12|2019-02-13|2019-01-29,142,344
train_day_0106,train,train/train_day_0106.csv,310106,2019-08-02,weekday,summer,2019-08-02|2019-08-01|2019-07-31|2019-07-30|2019-08-05|2019-07-29|2019-08-06,174,344
train_day_0107,train,train/train_day_0107.csv,310107,2019-04-20,weekend,spring,2019-04-20|2019-04-21|2019-04-27|2019-04-28|2019-04-07|2019-04-06|2019-05-04,140,344
train_day_0108,train,train/train_day_0108.csv,310108,2018-10-12,weekday,autumn,2018-10-12|2018-10-10|2018-10-08|2018-10-16|2018-10-17|2018-10-05|2018-10-19,115,344
train_day_0109,train,train/train_day_0109.csv,310109,2019-05-08,weekday,spring,2019-05-08|2019-05-07|2019-05-09|2019-05-06|2019-05-03|2019-05-13|2019-05-01,159,344
train_day_0110,train,train/train_day_0110.csv,310110,2018-10-04,weekday,autumn,2018-10-04|2018-10-03|2018-10-05|2018-10-02|2018-10-01|2018-10-08|2018-09-28,121,344
train_day_0111,train,train/train_day_0111.csv,310111,2018-09-10,weekday,autumn,2018-09-10|2018-09-11|2018-09-12|2018-09-07|2018-09-13|2018-09-03|2018-09-18,109,344
train_day_0112,train,train/train_day_0112.csv,310112,2018-10-02,weekday,autumn,2018-10-02|2018-10-01|2018-10-03|2018-10-04|2018-10-05|2018-09-28|2018-09-27,130,344
train_day_0113,train,train/train_day_0113.csv,310113,2019-01-03,weekday,winter,2019-01-03|2019-01-02|2019-01-01|2019-01-07|2019-01-08|2018-12-28|2019-01-10,115,344
train_day_0114,train,train/train_day_0114.csv,310114,2019-06-29,weekend,summer,2019-06-29|2019-06-30|2019-06-22|2019-07-07|2019-06-15|2019-07-14|2019-06-09,139,344
train_day_0115,train,train/train_day_0115.csv,310115,2018-11-23,weekday,autumn,2018-11-23|2018-11-22|2018-11-20|2018-11-26|2018-11-19|2018-11-27|2018-11-28,140,344
train_day_0116,train,train/train_day_0116.csv,310116,2019-07-19,weekday,summer,2019-07-19|2019-07-17|2019-07-16|2019-07-22|2019-07-15|2019-07-26|2019-07-11,150,344
train_day_0117,train,train/train_day_0117.csv,310117,2019-06-10,weekday,summer,2019-06-10|2019-06-11|2019-06-12|2019-06-07|2019-06-13|2019-06-06|2019-06-05,150,344
train_day_0118,train,train/train_day_0118.csv,310118,2019-03-18,weekday,spring,2019-03-18|2019-03-19|2019-03-20|2019-03-15|2019-03-14|2019-03-22|2019-03-12,153,344
train_day_0119,train,train/train_day_0119.csv,310119,2019-03-27,weekday,spring,2019-03-27|2019-03-28|2019-03-25|2019-03-22|2019-04-01|2019-04-02|2019-03-20,137,344
train_day_0120,train,train/train_day_0120.csv,310120,2019-08-06,weekday,summer,2019-08-06|2019-08-05|2019-08-07|2019-08-09|2019-08-02|2019-08-01|2019-07-31,170,344
train_day_0121,train,train/train_day_0121.csv,310121,2019-04-02,weekday,spring,2019-04-02|2019-04-01|2019-04-04|2019-04-05|2019-03-28|2019-03-27|2019-04-08,126,344
train_day_0122,train,train/train_day_0122.csv,310122,2019-07-02,weekday,summer,2019-07-02|2019-07-03|2019-07-04|2019-07-05|2019-06-28|2019-06-27|2019-07-08,150,344
train_day_0123,train,train/train_day_0123.csv,310123,2019-03-15,weekday,spring,2019-03-15|2019-03-14|2019-03-12|2019-03-18|2019-03-11|2019-03-19|2019-03-20,151,344
train_day_0124,train,train/train_day_0124.csv,310124,2019-05-17,weekday,spring,2019-05-17|2019-05-16|2019-05-13|2019-05-21|2019-05-22|2019-05-09|2019-05-08,165,344
train_day_0125,train,train/train_day_0125.csv,310125,2019-01-01,weekday,winter,2019-01-01|2019-01-02|2019-01-03|2018-12-28|2019-01-07|2018-12-25|2019-01-08,98,344
train_day_0126,train,train/train_day_0126.csv,310126,2019-06-22,weekend,summer,2019-06-22|2019-06-15|2019-06-29|2019-06-30|2019-06-09|2019-07-07|2019-06-02,128,344
train_day_0127,train,train/train_day_0127.csv,310127,2019-06-30,weekend,summer,2019-06-30|2019-06-29|2019-07-07|2019-06-22|2019-07-14|2019-06-15|2019-07-20,136,344
train_day_0128,train,train/train_day_0128.csv,310128,2018-09-22,weekend,autumn,2018-09-22|2018-09-23|2018-09-16|2018-09-29|2018-09-09|2018-10-06|2018-10-07,90,344
train_day_0129,train,train/train_day_0129.csv,310129,2019-07-04,weekday,summer,2019-07-04|2019-07-03|2019-07-05|2019-07-02|2019-07-08|2019-06-28|2019-07-10,143,344
train_day_0130,train,train/train_day_0130.csv,310130,2019-03-10,weekend,spring,2019-03-10|2019-03-09|2019-03-03|2019-03-17|2019-03-02|2019-03-24|2019-03-31,120,344
train_day_0131,train,train/train_day_0131.csv,310131,2018-10-01,weekday,autumn,2018-10-01|2018-10-02|2018-10-03|2018-09-28|2018-10-04|2018-09-27|2018-10-05,130,344
train_day_0132,train,train/train_day_0132.csv,310132,2019-08-12,weekday,summer,2019-08-12|2019-08-13|2019-08-14|2019-08-09|2019-08-15|2019-08-16|2019-08-07,144,344
train_day_0133,train,train/train_day_0133.csv,310133,2019-02-13,weekday,winter,2019-02-13|2019-02-12|2019-02-11|2019-02-15|2019-02-18|2019-02-07|2019-02-19,138,344
train_day_0134,train,train/train_day_0134.csv,310134,2019-05-16,weekday,spring,2019-05-16|2019-05-17|2019-05-13|2019-05-21|2019-05-22|2019-05-09|2019-05-08,165,344
train_day_0135,train,train/train_day_0135.csv,310135,2019-06-12,weekday,summer,2019-06-12|2019-06-11|2019-06-13|2019-06-10|2019-06-07|2019-06-06|2019-06-05,150,344
train_day_0136,train,train/train_day_0136.csv,310136,2019-01-28,weekday,winter,2019-01-28|2019-01-29|2019-01-25|2019-01-24|2019-01-21|2019-02-04|2019-02-06,158,344
train_day_0137,train,train/train_day_0137.csv,310137,2018-10-05,weekday,autumn,2018-10-05|2018-10-04|2018-10-03|2018-10-02|2018-10-08|2018-10-01|2018-10-10,119,344
train_day_0138,train,train/train_day_0138.csv,310138,2018-09-02,weekend,autumn,2018-09-02|2018-09-01|2018-09-09|2018-09-16|2018-09-22|2018-09-23|2018-09-29,106,344
train_day_0139,train,train/train_day_0139.csv,310139,2019-02-18,weekday,winter,2019-02-18|2019-02-19|2019-02-15|2019-02-21|2019-02-22|2019-02-13|2019-02-12,133,344
train_day_0140,train,train/train_day_0140.csv,310140,2018-11-18,weekend,autumn,2018-11-18|2018-11-17|2018-11-24|2018-11-11|2018-11-10|2018-11-04|2018-10-28,141,344
train_day_0141,train,train/train_day_0141.csv,310141,2019-04-04,weekday,spring,2019-04-04|2019-04-05|2019-04-02|2019-04-01|2019-04-08|2019-03-28|2019-04-11,128,344
train_day_0142,train,train/train_day_0142.csv,310142,2019-01-02,weekday,winter,2019-01-02|2019-01-01|2019-01-03|2018-12-28|2019-01-07|2019-01-08|2018-12-25,98,344
train_day_0143,train,train/train_day_0143.csv,310143,2019-02-24,weekend,winter,2019-02-24|2019-02-23|2019-02-17|2019-02-10|2019-02-09|2019-02-02|2019-01-27,145,344
train_day_0144,train,train/train_day_0144.csv,310144,2018-12-04,weekday,winter,2018-12-04|2018-12-05|2018-12-06|2018-12-07|2018-12-10|2018-12-12|2018-12-13,160,344
train_day_0145,train,train/train_day_0145.csv,310145,2019-04-27,weekend,spring,2019-04-27|2019-04-28|2019-04-21|2019-04-20|2019-05-04|2019-05-05|2019-05-11,132,344
train_day_0146,train,train/train_day_0146.csv,310146,2019-01-12,weekend,winter,2019-01-12|2019-01-13|2019-01-05|2019-01-20|2018-12-30|2018-12-29|2019-01-26,112,344
train_day_0147,train,train/train_day_0147.csv,310147,2018-11-26,weekday,autumn,2018-11-26|2018-11-27|2018-11-28|2018-11-23|2018-11-29|2018-11-22|2018-11-30,140,344
train_day_0148,train,train/train_day_0148.csv,310148,2019-06-24,weekday,summer,2019-06-24|2019-06-25|2019-06-21|2019-06-27|2019-06-20|2019-06-28|2019-07-02,160,344
train_day_0149,train,train/train_day_0149.csv,310149,2019-08-24,weekend,summer,2019-08-24|2019-08-25|2019-08-18|2019-08-17|2019-08-31|2019-08-03|2019-07-28,178,344
train_day_0150,train,train/train_day_0150.csv,310150,2019-03-08,weekday,spring,2019-03-08|2019-03-06|2019-03-05|2019-03-11|2019-03-04|2019-03-12|2019-03-14,165,344
train_day_0151,train,train/train_day_0151.csv,310151,2019-05-05,weekend,spring,2019-05-05|2019-05-04|2019-05-11|2019-04-28|2019-05-12|2019-04-27|2019-04-21,129,344
