Scenario_ID,Split,Vehicle_File,Signal_File,Context_File,Scenario_Seed,Signal_Seed,Generation_Attempt,Anchor_Date,Day_Type,Season,Source_Dates,Sessions
train_day_0015,train,data/train/vehicles/train_day_0015.csv,data/train/signals/train_day_0015.json,data/train/contexts/train_day_0015.csv,310015,13310015,0,2019-03-06,weekday,spring,2019-03-06|2019-03-05|2019-03-04|2019-03-08|2019-03-11|2019-03-12|2019-03-14,344
train_day_0016,train,data/train/vehicles/train_day_0016.csv,data/train/signals/train_day_0016.json,data/train/contexts/train_day_0016.csv,310016,13310016,0,2019-03-03,weekend,spring,2019-03-03|2019-03-02|2019-03-09|2019-03-10|2019-03-17|2019-03-24|2019-03-31,344
train_day_0017,train,data/train/vehicles/train_day_0017.csv,data/train/signals/train_day_0017.json,data/train/contexts/train_day_0017.csv,310017,13310017,0,2019-07-22,weekday,summer,2019-07-22|2019-07-19|2019-07-26|2019-07-17|2019-07-16|2019-07-15|2019-07-29,344
train_day_0018,train,data/train/vehicles/train_day_0018.csv,data/train/signals/train_day_0018.json,data/train/contexts/train_day_0018.csv,310018,13310018,0,2019-06-05,weekday,summer,2019-06-05|2019-06-06|2019-06-03|2019-06-07|2019-06-10|2019-06-11|2019-06-12,344
train_day_0019,train,data/train/vehicles/train_day_0019.csv,data/train/signals/train_day_0019.json,data/train/contexts/train_day_0019.csv,310019,13310019,0,2018-11-29,weekday,autumn,2018-11-29|2018-11-28|2018-11-30|2018-11-27|2018-11-26|2018-11-23|2018-11-22,344
train_day_0020,train,data/train/vehicles/train_day_0020.csv,data/train/signals/train_day_0020.json,data/train/contexts/train_day_0020.csv,310020,13310020,0,2018-10-25,weekday,autumn,2018-10-25|2018-10-26|2018-10-23|2018-10-29|2018-10-30|2018-10-19|2018-10-17,344
train_day_0021,train,data/train/vehicles/train_day_0021.csv,data/train/signals/train_day_0021.json,data/train/contexts/train_day_0021.csv,310021,13310021,0,2019-02-22,weekday,winter,2019-02-22|2019-02-21|2019-02-19|2019-02-25|2019-02-18|2019-02-26|2019-02-27,344
train_day_0022,train,data/train/vehicles/train_day_0022.csv,data/train/signals/train_day_0022.json,data/train/contexts/train_day_0022.csv,310022,13310022,0,2018-11-12,weekday,autumn,2018-11-12|2018-11-14|2018-11-15|2018-11-06|2018-11-05|2018-11-19|2018-11-20,344
train_day_0023,train,data/train/vehicles/train_day_0023.csv,data/train/signals/train_day_0023.json,data/train/contexts/train_day_0023.csv,310023,13310023,0,2019-01-29,weekday,winter,2019-01-29|2019-01-28|2019-01-25|2019-01-24|2019-02-04|2019-01-21|2019-02-06,344
train_day_0024,train,data/train/vehicles/train_day_0024.csv,data/train/signals/train_day_0024.json,data/train/contexts/train_day_0024.csv,310024,13310024,0,2018-11-11,weekend,autumn,2018-11-11|2018-11-10|2018-11-17|2018-11-04|2018-11-18|2018-11-24|2018-10-28,344
train_day_0025,train,data/train/vehicles/train_day_0025.csv,data/train/signals/train_day_0025.json,data/train/contexts/train_day_0025.csv,310025,13310025,0,2018-11-28,weekday,autumn,2018-11-28|2018-11-27|2018-11-29|2018-11-26|2018-11-30|2018-11-23|2018-11-22,344
train_day_0026,train,data/train/vehicles/train_day_0026.csv,data/train/signals/train_day_0026.json,data/train/contexts/train_day_0026.csv,310026,13310026,0,2019-04-28,weekend,spring,2019-04-28|2019-04-27|2019-05-04|2019-04-21|2019-05-05|2019-04-20|2019-05-11,344
train_day_0027,train,data/train/vehicles/train_day_0027.csv,data/train/signals/train_day_0027.json,data/train/contexts/train_day_0027.csv,310027,13310027,0,2018-12-21,weekday,winter,2018-12-21|2018-12-20|2018-12-19|2018-12-18|2018-12-24|2018-12-25|2018-12-14,344
train_day_0028,train,data/train/vehicles/train_day_0028.csv,data/train/signals/train_day_0028.json,data/train/contexts/train_day_0028.csv,310028,13310028,0,2019-05-06,weekday,spring,2019-05-06|2019-05-07|2019-05-08|2019-05-03|2019-05-09|2019-05-01|2019-04-30,344
train_day_0029,train,data/train/vehicles/train_day_0029.csv,data/train/signals/train_day_0029.json,data/train/contexts/train_day_0029.csv,310029,13310029,0,2019-03-20,weekday,spring,2019-03-20|2019-03-19|2019-03-18|2019-03-22|2019-03-15|2019-03-25|2019-03-14,344
train_day_0030,train,data/train/vehicles/train_day_0030.csv,data/train/signals/train_day_0030.json,data/train/contexts/train_day_0030.csv,310030,13310030,0,2018-10-27,weekend,autumn,2018-10-27|2018-10-28|2018-10-21|2018-11-04|2018-10-13|2018-11-10|2018-11-11,344
train_day_0031,train,data/train/vehicles/train_day_0031.csv,data/train/signals/train_day_0031.json,data/train/contexts/train_day_0031.csv,310031,13310031,0,2019-01-25,weekday,winter,2019-01-25|2019-01-24|2019-01-28|2019-01-21|2019-01-29|2019-01-17|2019-01-16,344
train_day_0032,train,data/train/vehicles/train_day_0032.csv,data/train/signals/train_day_0032.json,data/train/contexts/train_day_0032.csv,310032,13310032,0,2019-08-17,weekend,summer,2019-08-17|2019-08-18|2019-08-24|2019-08-25|2019-08-03|2019-08-31|2019-07-28,344
train_day_0033,train,data/train/vehicles/train_day_0033.csv,data/train/signals/train_day_0033.json,data/train/contexts/train_day_0033.csv,310033,13310033,0,2018-12-24,weekday,winter,2018-12-24|2018-12-25|2018-12-21|2018-12-20|2018-12-28|2018-12-19|2018-12-18,344
train_day_0034,train,data/train/vehicles/train_day_0034.csv,data/train/signals/train_day_0034.json,data/train/contexts/train_day_0034.csv,310034,13310034,0,2019-02-04,weekday,winter,2019-02-04|2019-02-06|2019-02-07|2019-01-29|2019-01-28|2019-02-11|2019-02-12,344
train_day_0035,train,data/train/vehicles/train_day_0035.csv,data/train/signals/train_day_0035.json,data/train/contexts/train_day_0035.csv,310035,13310035,0,2019-02-11,weekday,winter,2019-02-11|2019-02-12|2019-02-13|2019-02-07|2019-02-15|2019-02-06|2019-02-04,344
train_day_0036,train,data/train/vehicles/train_day_0036.csv,data/train/signals/train_day_0036.json,data/train/contexts/train_day_0036.csv,310036,13310036,0,2019-01-14,weekday,winter,2019-01-14|2019-01-15|2019-01-16|2019-01-11|2019-01-17|2019-01-10|2019-01-08,344
train_day_0037,train,data/train/vehicles/train_day_0037.csv,data/train/signals/train_day_0037.json,data/train/contexts/train_day_0037.csv,310037,13310037,0,2019-04-26,weekday,spring,2019-04-26|2019-04-25|2019-04-23|2019-04-29|2019-04-22|2019-04-30|2019-05-01,344
train_day_0038,train,data/train/vehicles/train_day_0038.csv,data/train/signals/train_day_0038.json,data/train/contexts/train_day_0038.csv,310038,13310038,0,2019-07-10,weekday,summer,2019-07-10|2019-07-11|2019-07-08|2019-07-05|2019-07-15|2019-07-04|2019-07-16,344
train_day_0039,train,data/train/vehicles/train_day_0039.csv,data/train/signals/train_day_0039.json,data/train/contexts/train_day_0039.csv,310039,13310039,0,2019-06-06,weekday,summer,2019-06-06|2019-06-05|2019-06-07|2019-06-03|2019-06-10|2019-06-11|2019-06-12,344
train_day_0040,train,data/train/vehicles/train_day_0040.csv,data/train/signals/train_day_0040.json,data/train/contexts/train_day_0040.csv,310040,14310043,1,2019-08-14,weekday,summer,2019-08-14|2019-08-13|2019-08-15|2019-08-12|2019-08-16|2019-08-09|2019-08-20,344
train_day_0041,train,data/train/vehicles/train_day_0041.csv,data/train/signals/train_day_0041.json,data/train/contexts/train_day_0041.csv,310041,13310041,0,2019-07-14,weekend,summer,2019-07-14|2019-07-20|2019-07-07|2019-07-21|2019-07-27|2019-06-30|2019-07-28,344
train_day_0042,train,data/train/vehicles/train_day_0042.csv,data/train/signals/train_day_0042.json,data/train/contexts/train_day_0042.csv,310042,13310042,0,2019-05-11,weekend,spring,2019-05-11|2019-05-12|2019-05-05|2019-05-04|2019-05-19|2019-04-28|2019-04-27,344
train_day_0043,train,data/train/vehicles/train_day_0043.csv,data/train/signals/train_day_0043.json,data/train/contexts/train_day_0043.csv,310043,13310043,0,2018-11-22,weekday,autumn,2018-11-22|2018-11-23|2018-11-20|2018-11-19|2018-11-26|2018-11-27|2018-11-28,344
train_day_0044,train,data/train/vehicles/train_day_0044.csv,data/train/signals/train_day_0044.json,data/train/contexts/train_day_0044.csv,310044,13310044,0,2018-09-01,weekend,autumn,2018-09-01|2018-09-02|2018-09-09|2018-09-16|2018-09-22|2018-09-23|2018-09-29,344
train_day_0045,train,data/train/vehicles/train_day_0045.csv,data/train/signals/train_day_0045.json,data/train/contexts/train_day_0045.csv,310045,13310045,0,2019-03-19,weekday,spring,2019-03-19|2019-03-18|2019-03-20|2019-03-22|2019-03-15|2019-03-14|2019-03-25,344
train_day_0046,train,data/train/vehicles/train_day_0046.csv,data/train/signals/train_day_0046.json,data/train/contexts/train_day_0046.csv,310046,13310046,0,2019-08-09,weekday,summer,2019-08-09|2019-08-07|2019-08-06|2019-08-12|2019-08-05|2019-08-13|2019-08-14,344
train_day_0047,train,data/train/vehicles/train_day_0047.csv,data/train/signals/train_day_0047.json,data/train/contexts/train_day_0047.csv,310047,13310047,0,2019-01-15,weekday,winter,2019-01-15|2019-01-14|2019-01-16|2019-01-17|2019-01-11|2019-01-10|2019-01-21,344
train_day_0048,train,data/train/vehicles/train_day_0048.csv,data/train/signals/train_day_0048.json,data/train/contexts/train_day_0048.csv,310048,14310051,1,2019-08-25,weekend,summer,2019-08-25|2019-08-24|2019-08-31|2019-08-18|2019-08-17|2019-08-03|2019-07-28,344
train_day_0049,train,data/train/vehicles/train_day_0049.csv,data/train/signals/train_day_0049.json,data/train/contexts/train_day_0049.csv,310049,13310049,0,2018-11-20,weekday,autumn,2018-11-20|2018-11-19|2018-11-22|2018-11-23|2018-11-15|2018-11-14|2018-11-26,344
train_day_0050,train,data/train/vehicles/train_day_0050.csv,data/train/signals/train_day_0050.json,data/train/contexts/train_day_0050.csv,310050,13310050,0,2019-03-22,weekday,spring,2019-03-22|2019-03-20|2019-03-19|2019-03-25|2019-03-18|2019-03-27|2019-03-28,344
train_day_0051,train,data/train/vehicles/train_day_0051.csv,data/train/signals/train_day_0051.json,data/train/contexts/train_day_0051.csv,310051,13310051,0,2019-04-01,weekday,spring,2019-04-01|2019-04-02|2019-04-04|2019-03-28|2019-04-05|2019-03-27|2019-03-25,344
train_day_0052,train,data/train/vehicles/train_day_0052.csv,data/train/signals/train_day_0052.json,data/train/contexts/train_day_0052.csv,310052,13310052,0,2019-03-25,weekday,spring,2019-03-25|2019-03-27|2019-03-22|2019-03-28|2019-03-20|2019-03-19|2019-03-18,344
train_day_0053,train,data/train/vehicles/train_day_0053.csv,data/train/signals/train_day_0053.json,data/train/contexts/train_day_0053.csv,310053,13310053,0,2019-06-01,weekend,summer,2019-06-01|2019-06-02|2019-06-09|2019-06-15|2019-06-22|2019-06-29|2019-06-30,344
train_day_0054,train,data/train/vehicles/train_day_0054.csv,data/train/signals/train_day_0054.json,data/train/contexts/train_day_0054.csv,310054,13310054,0,2018-10-13,weekend,autumn,2018-10-13|2018-10-07|2018-10-06|2018-10-21|2018-09-29|2018-10-27|2018-10-28,344
train_day_0055,train,data/train/vehicles/train_day_0055.csv,data/train/signals/train_day_0055.json,data/train/contexts/train_day_0055.csv,310055,13310055,0,2019-06-09,weekend,summer,2019-06-09|2019-06-15|2019-06-02|2019-06-01|2019-06-22|2019-06-29|2019-06-30,344
train_day_0056,train,data/train/vehicles/train_day_0056.csv,data/train/signals/train_day_0056.json,data/train/contexts/train_day_0056.csv,310056,13310056,0,2019-06-20,weekday,summer,2019-06-20|2019-06-21|2019-06-24|2019-06-25|2019-06-13|2019-06-27|2019-06-12,344
train_day_0057,train,data/train/vehicles/train_day_0057.csv,data/train/signals/train_day_0057.json,data/train/contexts/train_day_0057.csv,310057,13310057,0,2018-09-28,weekday,autumn,2018-09-28|2018-09-27|2018-09-25|2018-10-01|2018-09-24|2018-10-02|2018-10-03,344
train_day_0058,train,data/train/vehicles/train_day_0058.csv,data/train/signals/train_day_0058.json,data/train/contexts/train_day_0058.csv,310058,14310061,1,2019-05-26,weekend,spring,2019-05-26|2019-05-19|2019-05-12|2019-05-11|2019-05-05|2019-05-04|2019-04-28,344
train_day_0059,train,data/train/vehicles/train_day_0059.csv,data/train/signals/train_day_0059.json,data/train/contexts/train_day_0059.csv,310059,13310059,0,2018-11-04,weekend,autumn,2018-11-04|2018-11-10|2018-10-28|2018-11-11|2018-10-27|2018-11-17|2018-10-21,344
train_day_0060,train,data/train/vehicles/train_day_0060.csv,data/train/signals/train_day_0060.json,data/train/contexts/train_day_0060.csv,310060,13310060,0,2018-12-30,weekend,winter,2018-12-30|2018-12-29|2019-01-05|2018-12-22|2019-01-12|2018-12-16|2019-01-13,344
train_day_0061,train,data/train/vehicles/train_day_0061.csv,data/train/signals/train_day_0061.json,data/train/contexts/train_day_0061.csv,310061,13310061,0,2019-01-10,weekday,winter,2019-01-10|2019-01-11|2019-01-08|2019-01-07|2019-01-14|2019-01-15|2019-01-16,344
train_day_0062,train,data/train/vehicles/train_day_0062.csv,data/train/signals/train_day_0062.json,data/train/contexts/train_day_0062.csv,310062,13310062,0,2018-09-29,weekend,autumn,2018-09-29|2018-09-23|2018-09-22|2018-10-06|2018-10-07|2018-09-16|2018-10-13,344
train_day_0063,train,data/train/vehicles/train_day_0063.csv,data/train/signals/train_day_0063.json,data/train/contexts/train_day_0063.csv,310063,13310063,0,2019-07-11,weekday,summer,2019-07-11|2019-07-10|2019-07-08|2019-07-15|2019-07-16|2019-07-05|2019-07-17,344
train_day_0064,train,data/train/vehicles/train_day_0064.csv,data/train/signals/train_day_0064.json,data/train/contexts/train_day_0064.csv,310064,13310064,0,2019-08-01,weekday,summer,2019-08-01|2019-07-31|2019-08-02|2019-07-30|2019-07-29|2019-08-05|2019-08-06,344
train_day_0065,train,data/train/vehicles/train_day_0065.csv,data/train/signals/train_day_0065.json,data/train/contexts/train_day_0065.csv,310065,13310065,0,2019-04-18,weekday,spring,2019-04-18|2019-04-19|2019-04-15|2019-04-22|2019-04-23|2019-04-11|2019-04-25,344
train_day_0066,train,data/train/vehicles/train_day_0066.csv,data/train/signals/train_day_0066.json,data/train/contexts/train_day_0066.csv,310066,13310066,0,2019-03-04,weekday,spring,2019-03-04|2019-03-05|2019-03-06|2019-03-08|2019-03-11|2019-03-12|2019-03-14,344
train_day_0067,train,data/train/vehicles/train_day_0067.csv,data/train/signals/train_day_0067.json,data/train/contexts/train_day_0067.csv,310067,13310067,0,2019-04-08,weekday,spring,2019-04-08|2019-04-05|2019-04-11|2019-04-04|2019-04-02|2019-04-01|2019-04-15,344
train_day_0068,train,data/train/vehicles/train_day_0068.csv,data/train/signals/train_day_0068.json,data/train/contexts/train_day_0068.csv,310068,13310068,0,2018-10-30,weekday,autumn,2018-10-30|2018-10-29|2018-11-02|2018-10-26|2018-10-25|2018-11-05|2018-10-23,344
train_day_0069,train,data/train/vehicles/train_day_0069.csv,data/train/signals/train_day_0069.json,data/train/contexts/train_day_0069.csv,310069,13310069,0,2018-09-27,weekday,autumn,2018-09-27|2018-09-28|2018-09-25|2018-09-24|2018-10-01|2018-10-02|2018-09-21,344
train_day_0070,train,data/train/vehicles/train_day_0070.csv,data/train/signals/train_day_0070.json,data/train/contexts/train_day_0070.csv,310070,13310070,0,2018-12-18,weekday,winter,2018-12-18|2018-12-19|2018-12-20|2018-12-21|2018-12-14|2018-12-13|2018-12-12,344
train_day_0071,train,data/train/vehicles/train_day_0071.csv,data/train/signals/train_day_0071.json,data/train/contexts/train_day_0071.csv,310071,13310071,0,2018-11-24,weekend,autumn,2018-11-24|2018-11-18|2018-11-17|2018-11-11|2018-11-10|2018-11-04|2018-10-28,344
train_day_0072,train,data/train/vehicles/train_day_0072.csv,data/train/signals/train_day_0072.json,data/train/contexts/train_day_0072.csv,310072,13310072,0,2019-05-29,weekday,spring,2019-05-29|2019-05-28|2019-05-30|2019-05-27|2019-05-31|2019-05-22|2019-05-21,344
train_day_0073,train,data/train/vehicles/train_day_0073.csv,data/train/signals/train_day_0073.json,data/train/contexts/train_day_0073.csv,310073,13310073,0,2019-08-16,weekday,summer,2019-08-16|2019-08-15|2019-08-14|2019-08-13|2019-08-12|2019-08-20|2019-08-21,344
train_day_0074,train,data/train/vehicles/train_day_0074.csv,data/train/signals/train_day_0074.json,data/train/contexts/train_day_0074.csv,310074,13310074,0,2019-06-02,weekend,summer,2019-06-02|2019-06-01|2019-06-09|2019-06-15|2019-06-22|2019-06-29|2019-06-30,344
train_day_0075,train,data/train/vehicles/train_day_0075.csv,data/train/signals/train_day_0075.json,data/train/contexts/train_day_0075.csv,310075,13310075,0,2019-05-31,weekday,spring,2019-05-31|2019-05-30|2019-05-29|2019-05-28|2019-05-27|2019-05-22|2019-05-21,344
train_day_0076,train,data/train/vehicles/train_day_0076.csv,data/train/signals/train_day_0076.json,data/train/contexts/train_day_0076.csv,310076,13310076,0,2018-11-06,weekday,autumn,2018-11-06|2018-11-05|2018-11-02|2018-11-12|2018-10-30|2018-10-29|2018-11-14,344
train_day_0077,train,data/train/vehicles/train_day_0077.csv,data/train/signals/train_day_0077.json,data/train/contexts/train_day_0077.csv,310077,13310077,0,2018-10-07,weekend,autumn,2018-10-07|2018-10-06|2018-10-13|2018-09-29|2018-09-23|2018-10-21|2018-09-22,344
train_day_0078,train,data/train/vehicles/train_day_0078.csv,data/train/signals/train_day_0078.json,data/train/contexts/train_day_0078.csv,310078,13310078,0,2019-08-26,weekday,summer,2019-08-26|2019-08-22|2019-08-21|2019-08-20|2019-08-16|2019-08-15|2019-08-14,344
train_day_0079,train,data/train/vehicles/train_day_0079.csv,data/train/signals/train_day_0079.json,data/train/contexts/train_day_0079.csv,310079,13310079,0,2019-02-17,weekend,winter,2019-02-17|2019-02-23|2019-02-10|2019-02-24|2019-02-09|2019-02-02|2019-01-27,344
train_day_0080,train,data/train/vehicles/train_day_0080.csv,data/train/signals/train_day_0080.json,data/train/contexts/train_day_0080.csv,310080,13310080,0,2018-09-12,weekday,autumn,2018-09-12|2018-09-11|2018-09-13|2018-09-10|2018-09-07|2018-09-18|2018-09-19,344
train_day_0081,train,data/train/vehicles/train_day_0081.csv,data/train/signals/train_day_0081.json,data/train/contexts/train_day_0081.csv,310081,13310081,0,2018-09-24,weekday,autumn,2018-09-24|2018-09-25|2018-09-21|2018-09-27|2018-09-20|2018-09-28|2018-09-19,344
train_day_0082,train,data/train/vehicles/train_day_0082.csv,data/train/signals/train_day_0082.json,data/train/contexts/train_day_0082.csv,310082,13310082,0,2019-01-08,weekday,winter,2019-01-08|2019-01-07|2019-01-10|2019-01-11|2019-01-03|2019-01-02|2019-01-14,344
train_day_0083,train,data/train/vehicles/train_day_0083.csv,data/train/signals/train_day_0083.json,data/train/contexts/train_day_0083.csv,310083,13310083,0,2019-02-25,weekday,winter,2019-02-25|2019-02-26|2019-02-27|2019-02-22|2019-02-21|2019-02-19|2019-02-18,344
train_day_0084,train,data/train/vehicles/train_day_0084.csv,data/train/signals/train_day_0084.json,data/train/contexts/train_day_0084.csv,310084,13310084,0,2019-06-28,weekday,summer,2019-06-28|2019-06-27|2019-06-25|2019-06-24|2019-07-02|2019-07-03|2019-07-04,344
train_day_0085,train,data/train/vehicles/train_day_0085.csv,data/train/signals/train_day_0085.json,data/train/contexts/train_day_0085.csv,310085,13310085,0,2018-11-05,weekday,autumn,2018-11-05|2018-11-06|2018-11-02|2018-10-30|2018-10-29|2018-11-12|2018-11-14,344
train_day_0086,train,data/train/vehicles/train_day_0086.csv,data/train/signals/train_day_0086.json,data/train/contexts/train_day_0086.csv,310086,13310086,0,2019-06-11,weekday,summer,2019-06-11|2019-06-10|2019-06-12|2019-06-13|2019-06-07|2019-06-06|2019-06-05,344
train_day_0087,train,data/train/vehicles/train_day_0087.csv,data/train/signals/train_day_0087.json,data/train/contexts/train_day_0087.csv,310087,13310087,0,2018-11-14,weekday,autumn,2018-11-14|2018-11-15|2018-11-12|2018-11-19|2018-11-20|2018-11-06|2018-11-22,344
train_day_0088,train,data/train/vehicles/train_day_0088.csv,data/train/signals/train_day_0088.json,data/train/contexts/train_day_0088.csv,310088,13310088,0,2018-09-11,weekday,autumn,2018-09-11|2018-09-10|2018-09-12|2018-09-13|2018-09-07|2018-09-18|2018-09-03,344
train_day_0089,train,data/train/vehicles/train_day_0089.csv,data/train/signals/train_day_0089.json,data/train/contexts/train_day_0089.csv,310089,13310089,0,2019-05-03,weekday,spring,2019-05-03|2019-05-01|2019-04-30|2019-05-06|2019-04-29|2019-05-07|2019-05-08,344
train_day_0090,train,data/train/vehicles/train_day_0090.csv,data/train/signals/train_day_0090.json,data/train/contexts/train_day_0090.csv,310090,13310090,0,2018-09-13,weekday,autumn,2018-09-13|2018-09-12|2018-09-11|2018-09-10|2018-09-18|2018-09-07|2018-09-19,344
train_day_0091,train,data/train/vehicles/train_day_0091.csv,data/train/signals/train_day_0091.json,data/train/contexts/train_day_0091.csv,310091,13310091,0,2018-12-14,weekday,winter,2018-12-14|2018-12-13|2018-12-12|2018-12-10|2018-12-18|2018-12-19|2018-12-20,344
train_day_0092,train,data/train/vehicles/train_day_0092.csv,data/train/signals/train_day_0092.json,data/train/contexts/train_day_0092.csv,310092,13310092,0,2018-09-07,weekday,autumn,2018-09-07|2018-09-10|2018-09-03|2018-09-11|2018-09-12|2018-09-13|2018-09-18,344
train_day_0093,train,data/train/vehicles/train_day_0093.csv,data/train/signals/train_day_0093.json,data/train/contexts/train_day_0093.csv,310093,13310093,0,2019-07-30,weekday,summer,2019-07-30|2019-07-29|2019-07-31|2019-08-01|2019-08-02|2019-07-26|2019-08-05,344
train_day_0094,train,data/train/vehicles/train_day_0094.csv,data/train/signals/train_day_0094.json,data/train/contexts/train_day_0094.csv,310094,13310094,0,2018-10-06,weekend,autumn,2018-10-06|2018-10-07|2018-09-29|2018-10-13|2018-09-23|2018-09-22|2018-10-21,344
train_day_0095,train,data/train/vehicles/train_day_0095.csv,data/train/signals/train_day_0095.json,data/train/contexts/train_day_0095.csv,310095,13310095,0,2019-05-28,weekday,spring,2019-05-28|2019-05-27|2019-05-29|2019-05-30|2019-05-31|2019-05-22|2019-05-21,344
train_day_0096,train,data/train/vehicles/train_day_0096.csv,data/train/signals/train_day_0096.json,data/train/contexts/train_day_0096.csv,310096,13310096,0,2019-02-27,weekday,winter,2019-02-27|2019-02-26|2019-02-25|2019-02-22|2019-02-21|2019-02-19|2019-02-18,344
train_day_0097,train,data/train/vehicles/train_day_0097.csv,data/train/signals/train_day_0097.json,data/train/contexts/train_day_0097.csv,310097,13310097,0,2019-07-16,weekday,summer,2019-07-16|2019-07-15|2019-07-17|2019-07-19|2019-07-11|2019-07-10|2019-07-22,344
train_day_0098,train,data/train/vehicles/train_day_0098.csv,data/train/signals/train_day_0098.json,data/train/contexts/train_day_0098.csv,310098,13310098,0,2019-06-25,weekday,summer,2019-06-25|2019-06-24|2019-06-27|2019-06-28|2019-06-21|2019-06-20|2019-07-02,344
train_day_0099,train,data/train/vehicles/train_day_0099.csv,data/train/signals/train_day_0099.json,data/train/contexts/train_day_0099.csv,310099,13310099,0,2019-01-20,weekend,winter,2019-01-20|2019-01-26|2019-01-13|2019-01-27|2019-01-12|2019-02-02|2019-01-05,344
train_day_0100,train,data/train/vehicles/train_day_0100.csv,data/train/signals/train_day_0100.json,data/train/contexts/train_day_0100.csv,310100,13310100,0,2019-08-05,weekday,summer,2019-08-05|2019-08-06|2019-08-07|2019-08-02|2019-08-01|2019-08-09|2019-07-31,344
train_day_0101,train,data/train/vehicles/train_day_0101.csv,data/train/signals/train_day_0101.json,data/train/contexts/train_day_0101.csv,310101,13310101,0,2018-09-09,weekend,autumn,2018-09-09|2018-09-02|2018-09-16|2018-09-01|2018-09-22|2018-09-23|2018-09-29,344
